espn_player_id,stats_player_id,match_method,review_status
4845363,chrisca02,exact_normalized_name,auto_verified
4396907,garlada01,exact_normalized_name,auto_verified
4398390,pickeja02,exact_normalized_name,auto_verified
4396818,millejo02,exact_normalized_name,auto_verified
5254165,,unmatched,needs_review
4702352,,unmatched,needs_review
2991139,dunnkr01,exact_normalized_name,auto_verified
4065778,strusma01,exact_normalized_name,auto_verified
4683749,washity02,exact_normalized_name,auto_verified
4433136,kesslwa01,exact_normalized_name,auto_verified
5114350,,unmatched,needs_review
5060631,,unmatched,needs_review
4897943,knechda01,exact_normalized_name,auto_verified
4592691,laravja01,exact_normalized_name,auto_verified
4278077,vandeja01,exact_normalized_name,auto_verified
3155535,looneke01,exact_normalized_name,auto_verified
4278580,mamuksa01,exact_normalized_name,auto_verified
4433137,willizi02,exact_normalized_name,auto_verified
4066457,reaveau01,exact_normalized_name,auto_verified
4683774,jamesbr02,exact_normalized_name,auto_verified
5113969,,unmatched,needs_review
4702972,,unmatched,needs_review
4277811,sextoco01,exact_normalized_name,auto_verified
4868423,hardyja02,exact_normalized_name,auto_verified
3945274,doncilu01,exact_normalized_name,auto_verified
3907498,thybuma01,exact_normalized_name,auto_verified
4397014,grimequ01,exact_normalized_name,auto_verified
4593016,postqu01,exact_normalized_name,auto_verified
4600663,edeyza01,exact_normalized_name,auto_verified
5041935,,unmatched,needs_review
4903027,,unmatched,needs_review
5105550,,unmatched,needs_review
4432810,stewais01,exact_normalized_name,auto_verified
5112087,wellsja01,exact_normalized_name,auto_verified
2991070,grantje01,exact_normalized_name,auto_verified
5231919,,unmatched,needs_review
4594326,murrakr01,exact_normalized_name,auto_verified
4595400,prospol01,exact_normalized_name,auto_verified
4684806,hendrta01,exact_normalized_name,auto_verified
4433083,spencca01,exact_normalized_name,auto_verified
3136776,russeda01,exact_normalized_name,auto_verified
4683934,,unmatched,needs_review
4781746,,unmatched,needs_review
4683750,hawkijo01,exact_normalized_name,auto_verified
4432185,,unmatched,needs_review
5105462,,unmatched,needs_review
4431785,pippesc02,exact_normalized_name,auto_verified
4065733,jeromty01,exact_normalized_name,auto_verified
4896372,,unmatched,needs_review
4066261,adebaba01,exact_normalized_name,auto_verified
4278076,richani01,exact_normalized_name,auto_verified
4700818,,unmatched,needs_review
3059319,wiggian01,exact_normalized_name,auto_verified
3064482,portibo01,exact_normalized_name,auto_verified
3032977,antetgi01,exact_normalized_name,auto_verified
4702784,,unmatched,needs_review
4431786,johnske10,exact_normalized_name,auto_verified
4431772,,unmatched,needs_review
4997528,jovicni01,exact_normalized_name,auto_verified
3899664,fontesi01,exact_normalized_name,auto_verified
4278053,mitchda01,exact_normalized_name,auto_verified
4066993,smithdr01,exact_normalized_name,auto_verified
4433133,youngja05,exact_normalized_name,auto_verified
6475,thompkl01,exact_normalized_name,auto_verified
4601025,larsspe01,exact_normalized_name,auto_verified
5107157,,unmatched,needs_review
2528210,hardati02,exact_normalized_name,auto_verified
4837356,,unmatched,needs_review
4432645,,unmatched,needs_review
4277922,simsje01,exact_normalized_name,auto_verified
5105623,wareke01,exact_normalized_name,auto_verified
3133628,turnemy01,exact_normalized_name,auto_verified
5214989,,unmatched,needs_review
4432848,jaqueja01,exact_normalized_name,auto_verified
3134907,kuzmaky01,exact_normalized_name,auto_verified
5184016,,unmatched,needs_review
5164559,,unmatched,needs_review
4997526,diengou01,exact_normalized_name,auto_verified
4397233,nancepe01,exact_normalized_name,auto_verified
4397475,greenaj01,exact_normalized_name,auto_verified
5082206,,unmatched,needs_review
2991043,leverca01,exact_normalized_name,auto_verified
4397114,,unmatched,needs_review
4277843,trentga02,exact_normalized_name,auto_verified
4697268,,unmatched,needs_review
5214640,,unmatched,needs_review
4397140,porteke02,exact_normalized_name,auto_verified
4591725,rolliry01,exact_normalized_name,auto_verified
4395725,herroty01,exact_normalized_name,auto_verified
5157587,,unmatched,needs_review
3032976,goberru01,exact_normalized_name,auto_verified
4895758,willico04,exact_normalized_name,auto_verified
4592699,freemen01,exact_normalized_name,auto_verified
4431671,mcdanja02,exact_normalized_name,auto_verified
5279133,,unmatched,needs_review
4433247,kuminjo01,exact_normalized_name,auto_verified
5105553,phillju01,exact_normalized_name,auto_verified
4897438,,unmatched,needs_review
3136196,lylestr01,exact_normalized_name,auto_verified
4594268,edwaran01,exact_normalized_name,auto_verified
4397002,dosunay01,exact_normalized_name,auto_verified
4592492,hylanbo01,exact_normalized_name,auto_verified
3934673,divindo01,exact_normalized_name,auto_verified
5061585,,unmatched,needs_review
4432247,clarkja02,exact_normalized_name,auto_verified
3134932,konchjo01,exact_normalized_name,auto_verified
4432816,ballla01,exact_normalized_name,auto_verified
4432847,shannte01,exact_normalized_name,auto_verified
4592979,pullizy01,exact_normalized_name,auto_verified
3442,jordade01,exact_normalized_name,auto_verified
4869780,,unmatched,needs_review
4432068,,unmatched,needs_review
5061589,missiyv01,exact_normalized_name,auto_verified
4277813,joneshe01,exact_normalized_name,auto_verified
4997538,matkoka01,exact_normalized_name,auto_verified
4712862,,unmatched,needs_review
3986,gibsota01,exact_normalized_name,auto_verified
4431675,watfotr01,exact_normalized_name,auto_verified
4397688,murphtr02,exact_normalized_name,auto_verified
4395628,willizi01,exact_normalized_name,auto_verified
5170947,johnsaj01,exact_normalized_name,auto_verified
4576086,mcgowbr01,exact_normalized_name,auto_verified
3907497,murrade01,exact_normalized_name,auto_verified
4703115,,unmatched,needs_review
5144091,,unmatched,needs_review
4277956,poolejo01,exact_normalized_name,auto_verified
4397136,,unmatched,needs_review
6585,drumman01,exact_normalized_name,auto_verified
3136195,townska01,exact_normalized_name,auto_verified
5289900,,unmatched,needs_review
3934719,anunoog01,exact_normalized_name,auto_verified
5211983,dadiepa01,exact_normalized_name,auto_verified
4838721,,unmatched,needs_review
5234862,,unmatched,needs_review
3934672,brunsja01,exact_normalized_name,auto_verified
2528426,clarkjo01,exact_normalized_name,auto_verified
4277869,alvarjo01,exact_normalized_name,auto_verified
3062679,hartjo01,exact_normalized_name,auto_verified
4411057,mcculke01,exact_normalized_name,auto_verified
3914044,shamela01,exact_normalized_name,auto_verified
3147657,bridgmi01,exact_normalized_name,auto_verified
4431823,mcbrimi01,exact_normalized_name,auto_verified
4433225,kolekty01,exact_normalized_name,auto_verified
5174983,,unmatched,needs_review
4433255,holmgch01,exact_normalized_name,auto_verified
4222252,harteis01,exact_normalized_name,auto_verified
5061603,,unmatched,needs_review
4684208,,unmatched,needs_review
4432823,willija07,exact_normalized_name,auto_verified
4900671,mitchaj01,exact_normalized_name,auto_verified
2991350,carusal01,exact_normalized_name,auto_verified
5241364,,unmatched,needs_review
4683692,wallaca01,exact_normalized_name,auto_verified
4593803,willija06,exact_normalized_name,auto_verified
4683778,mccaija01,exact_normalized_name,auto_verified
5105800,,unmatched,needs_review
3133626,willike04,exact_normalized_name,auto_verified
5159925,,unmatched,needs_review
5106270,,unmatched,needs_review
4278073,gilgesh01,exact_normalized_name,auto_verified
4397204,castlco01,exact_normalized_name,auto_verified
4348700,bitadgo01,exact_normalized_name,auto_verified
6478,vucevni01,exact_normalized_name,auto_verified
4277847,cartewe01,exact_normalized_name,auto_verified
4566434,wagnefr01,exact_normalized_name,auto_verified
5107251,,unmatched,needs_review
4278572,cainja01,exact_normalized_name,auto_verified
4065654,isaacjo01,exact_normalized_name,auto_verified
4565201,branhma01,exact_normalized_name,auto_verified
5214637,,unmatched,needs_review
4432573,banchpa01,exact_normalized_name,auto_verified
4702382,dasiltr01,exact_normalized_name,auto_verified
4593034,,unmatched,needs_review
4712849,blackan01,exact_normalized_name,auto_verified
4066320,banede01,exact_normalized_name,auto_verified
4576085,davisjd01,exact_normalized_name,auto_verified
4432165,suggsja01,exact_normalized_name,auto_verified
5239561,,unmatched,needs_review
3133635,carteje01,exact_normalized_name,auto_verified
5105637,bonaad01,exact_normalized_name,auto_verified
4871141,hukpoar01,exact_normalized_name,auto_verified
3059318,embiijo01,exact_normalized_name,auto_verified
3904625,,unmatched,needs_review
3912848,wadede01,exact_normalized_name,auto_verified
4702159,jonesdi01,exact_normalized_name,auto_verified
4870562,barlodo01,exact_normalized_name,auto_verified
4432446,walkeja01,exact_normalized_name,auto_verified
4711297,edwarju01,exact_normalized_name,auto_verified
1966,jamesle01,exact_normalized_name,auto_verified
4351851,simonan01,exact_normalized_name,auto_verified
4433144,,unmatched,needs_review
4702049,,unmatched,needs_review
4592444,,unmatched,needs_review
3917376,brownja02,exact_normalized_name,auto_verified
2581018,caldwke01,exact_normalized_name,auto_verified
4873090,,unmatched,needs_review
5099752,ruperra01,exact_normalized_name,auto_verified
4431678,maxeyty01,exact_normalized_name,auto_verified
5124612,,unmatched,needs_review
5203685,,unmatched,needs_review
4701232,willima07,exact_normalized_name,auto_verified
4702602,,unmatched,needs_review
3155526,brookdi01,exact_normalized_name,auto_verified
4291678,highsha01,exact_normalized_name,auto_verified
4277957,,unmatched,needs_review
5041953,,unmatched,needs_review
4066383,bridgmi02,exact_normalized_name,auto_verified
4601023,ighodos01,exact_normalized_name,auto_verified
5105977,,unmatched,needs_review
4888725,dunnry01,exact_normalized_name,auto_verified
4278585,gilleco01,exact_normalized_name,auto_verified
3136193,bookede01,exact_normalized_name,auto_verified
4437244,greenja05,exact_normalized_name,auto_verified
4280245,bouyeja01,exact_normalized_name,auto_verified
4278402,goodwjo01,exact_normalized_name,auto_verified
4591259,,unmatched,needs_review
3913174,kennalu01,exact_normalized_name,auto_verified
4592714,spencpa01,exact_normalized_name,auto_verified
4592435,carlsbr01,exact_normalized_name,auto_verified
5105565,clingdo01,exact_normalized_name,auto_verified
4066399,pottemi01,exact_normalized_name,auto_verified
4066211,,unmatched,needs_review
5217746,,unmatched,needs_review
4683021,avdijde01,exact_normalized_name,auto_verified
4610139,sochaje01,exact_normalized_name,auto_verified
4593043,,unmatched,needs_review
4431736,camarto01,exact_normalized_name,auto_verified
4706557,,unmatched,needs_review
6606,lillada01,exact_normalized_name,auto_verified
4279888,moranja01,exact_normalized_name,auto_verified
4703889,,unmatched,needs_review
3995,holidjr01,exact_normalized_name,auto_verified
4683678,hendesc01,exact_normalized_name,auto_verified
4914336,sharpsh01,exact_normalized_name,auto_verified
5081727,cissosi01,exact_normalized_name,auto_verified
4578893,krejcvi01,exact_normalized_name,auto_verified
4433174,,unmatched,needs_review
4898371,,unmatched,needs_review
4917149,,unmatched,needs_review
4065732,huntede01,exact_normalized_name,auto_verified
3155942,sabondo01,exact_normalized_name,auto_verified
5107897,mogbojo01,exact_normalized_name,auto_verified
4594327,murrake02,exact_normalized_name,auto_verified
4397654,flaglad01,exact_normalized_name,auto_verified
3907387,simmobe01,exact_normalized_name,auto_verified
4279318,plowdda01,exact_normalized_name,auto_verified
5142620,,unmatched,needs_review
5106058,,unmatched,needs_review
4066262,monkma01,exact_normalized_name,auto_verified
4702384,,unmatched,needs_review
3064440,lavinza01,exact_normalized_name,auto_verified
4431679,achiupr01,exact_normalized_name,auto_verified
3064560,kornelu01,exact_normalized_name,auto_verified
5105809,,unmatched,needs_review
5061568,,unmatched,needs_review
4713010,,unmatched,needs_review
4432872,milleem01,exact_normalized_name,auto_verified
6578,barneha02,exact_normalized_name,auto_verified
4433618,ingraha01,exact_normalized_name,auto_verified
5101845,,unmatched,needs_review
4592479,champju02,exact_normalized_name,auto_verified
4395723,johnske04,exact_normalized_name,auto_verified
5105337,,unmatched,needs_review
6440,harrito02,exact_normalized_name,auto_verified
5104157,wembavi01,exact_normalized_name,auto_verified
4066259,foxde01,exact_normalized_name,auto_verified
4395630,vassede01,exact_normalized_name,auto_verified
5037871,,unmatched,needs_review
5107968,,unmatched,needs_review
3134916,mclaujo01,exact_normalized_name,auto_verified
4845367,castlst01,exact_normalized_name,auto_verified
3134908,poeltja01,exact_normalized_name,auto_verified
4432586,,unmatched,needs_review
4395623,,unmatched,needs_review
5149115,,unmatched,needs_review
3913176,ingrabr01,exact_normalized_name,auto_verified
5093267,,unmatched,needs_review
4431893,battlja01,exact_normalized_name,auto_verified
2993874,anderky01,exact_normalized_name,auto_verified
4395625,barrerj01,exact_normalized_name,auto_verified
4433134,barnesc01,exact_normalized_name,auto_verified
4431684,jackstr02,exact_normalized_name,auto_verified
4067017,lawsoaj01,exact_normalized_name,auto_verified
4702656,,unmatched,needs_review
4432190,jacksan01,exact_normalized_name,auto_verified
4590360,,unmatched,needs_review
5106258,dickgr01,exact_normalized_name,auto_verified
4395724,quickim01,exact_normalized_name,auto_verified
4684272,walteja01,exact_normalized_name,auto_verified
4432737,,unmatched,needs_review
4432241,sheadja01,exact_normalized_name,auto_verified
4397077,hayesja02,exact_normalized_name,auto_verified
3102530,nurkiju01,exact_normalized_name,auto_verified
4277919,bambamo01,exact_normalized_name,auto_verified
4432827,tshieos01,exact_normalized_name,auto_verified
4396963,,unmatched,needs_review
5105839,sensabr01,exact_normalized_name,auto_verified
4277961,jacksja02,exact_normalized_name,auto_verified
4684793,filipky01,exact_normalized_name,auto_verified
4066336,markkla01,exact_normalized_name,auto_verified
4873138,,unmatched,needs_review
4898237,,unmatched,needs_review
5041955,,unmatched,needs_review
4683766,colliis01,exact_normalized_name,auto_verified
4432811,greenjo02,exact_normalized_name,auto_verified
4065663,okogijo01,exact_normalized_name,auto_verified
4433627,georgke01,exact_normalized_name,auto_verified
3133602,mykhasv01,exact_normalized_name,auto_verified
4683933,,unmatched,needs_review
4433268,alexatr01,exact_normalized_name,auto_verified
5160992,sarral01,exact_normalized_name,auto_verified
4278129,aytonde01,exact_normalized_name,auto_verified
5142718,,unmatched,needs_review
6583,davisan02,exact_normalized_name,auto_verified
5105841,,unmatched,needs_review
4432907,champju01,exact_normalized_name,auto_verified
6609,middlkh01,exact_normalized_name,auto_verified
5174563,georgky01,exact_normalized_name,auto_verified
4997537,vukcetr01,exact_normalized_name,auto_verified
5104155,coulibi01,exact_normalized_name,auto_verified
4845374,carrica01,exact_normalized_name,auto_verified
4606840,,unmatched,needs_review
4432173,,unmatched,needs_review
4277905,youngtr01,exact_normalized_name,auto_verified
5238230,,unmatched,needs_review
4432819,manntr01,exact_normalized_name,auto_verified
5144126,,unmatched,needs_review
