snapshot_at,team,player_id,name,position,jersey,age,birthdate,status,salary_2026_27,years_remaining,contract_end_year,contract_type
2026-09-08T20:32:52+00:00,BKN,4432887,Tyson Etienne,G,10,26,1999-09-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,4277951,Luka Garza,C,52,27,1998-12-27,Active,2801346,1,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4351852,Mitchell Robinson,C,4,28,1998-04-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,4397424,Neemias Queta,C,88,27,1999-07-13,Active,2667944,1,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4702745,Amari Williams,F,77,24,2002-01-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,5142621,Chris Cenac Jr.,F,12,19,2007-02-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,5106283,Dillon Mitchell,F,,22,2003-10-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,4065648,Jayson Tatum,F,0,28,1998-03-03,Active,58456566,4,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4251,Paul George,F,13,36,1990-05-02,Active,54126380,2,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4065804,Sam Hauser,F,30,28,1997-12-08,Active,10848241,3,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4593841,Baylor Scheierman,G,55,25,2000-09-26,Active,2744040,2,2027,Standard
2026-09-08T20:32:52+00:00,BOS,3078576,Derrick White,G,9,32,1994-07-02,Active,30348001,3,2027,Standard
2026-09-08T20:32:52+00:00,BOS,5175647,Hugo Gonzalez,G,28,20,2006-02-05,Active,2923560,3,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4683689,Jordan Walsh,G,27,22,2004-03-03,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,BOS,3195,Mike Conley,G,45,38,1987-10-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,BOS,4066354,Payton Pritchard,G,11,28,1998-01-28,Active,7767857,2,2027,Standard
2026-09-08T20:32:52+00:00,BOS,4397251,Ron Harper Jr.,G,8,26,2000-04-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHA,4396971,Naz Reid,C,,27,1999-08-26,Active,23275862,4,2027,Standard
2026-09-08T20:32:52+00:00,CHA,4701225,PJ Hall,C,16,24,2002-02-21,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,4576060,Ryan Kalkbrenner,C,11,24,2002-01-17,Active,2411090,3,2027,Standard
2026-09-08T20:32:52+00:00,CHA,4433287,Brandon Miller,F,24,23,2002-11-22,Active,15104625,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,2578185,Dorian Finney-Smith,F,,33,1993-05-04,Active,13335000,3,2027,Standard
2026-09-08T20:32:52+00:00,CHA,4066218,Grant Williams,F,2,27,1998-11-30,Active,14265750,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,5281370,Hannes Steinbach,F,,20,2006-05-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHA,4433249,Moussa Diabate,F,14,24,2002-01-21,Active,2461462,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,2583632,Royce O'Neale,F,,33,1993-06-05,Active,11375000,2,2027,Standard
2026-09-08T20:32:52+00:00,CHA,5211176,Tidjane Salaun,F,31,21,2005-08-10,Active,8237880,2,2027,Standard
2026-09-08T20:32:52+00:00,CHA,5060701,Christian Anderson,G,,20,2006-04-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHA,4395651,Coby White,G,3,26,2000-02-16,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHA,3032979,Dennis Schroder,G,,32,1993-09-15,Active,14809200,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,3135045,Grayson Allen,G,,30,1995-10-08,Active,18125000,2,2027,Standard
2026-09-08T20:32:52+00:00,CHA,5061575,Kon Knueppel,G,7,21,2005-08-03,Active,10516560,3,2027,Standard
2026-09-08T20:32:52+00:00,CHA,5239590,Liam McNeeley,G,33,20,2005-10-10,Active,2902080,3,2027,Standard
2026-09-08T20:32:52+00:00,CHA,2578239,Pat Connaughton,G,21,33,1993-01-06,Active,3815861,1,2027,Standard
2026-09-08T20:32:52+00:00,CHA,4602025,Sion James,G,4,23,2002-12-04,Active,2411090,3,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4278067,Nic Claxton,C,,27,1999-04-17,Active,23147727,2,2027,Standard
2026-09-08T20:32:52+00:00,CHI,5095151,Caleb Wilson,F,8,20,2006-07-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4017844,Guerschon Yabusele,F,28,30,1995-12-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4432822,Isaac Okoro,F,35,25,2001-01-26,Active,11814815,1,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4397189,Jalen Smith,F,25,26,2000-03-16,Active,9428571,1,2027,Standard
2026-09-08T20:32:52+00:00,CHI,5044385,Leonard Miller,F,11,22,2003-11-26,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4711294,Matas Buzelis,F,14,21,2004-10-13,Active,5715360,3,2027,Standard
2026-09-08T20:32:52+00:00,CHI,5242496,Noa Essengue,F,24,19,2006-12-18,Active,5701200,3,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4431687,Patrick Williams,F,44,25,2001-08-26,Active,18000000,3,2027,Standard
2026-09-08T20:32:52+00:00,CHI,5105555,Tobe Awaka,F,,22,2004-01-30,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4066650,Zach Collins,F,12,28,1997-11-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4848625,Dailyn Swain,G,5,21,2005-07-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4871145,Josh Giddey,G,3,23,2002-10-10,Active,25000000,3,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4397071,Mac McClung,G,5,27,1999-01-06,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,2595516,Norman Powell,G,,33,1993-05-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,CHI,4684275,Rob Dillingham,G,7,21,2005-01-04,Active,6889320,2,2027,Standard
2026-09-08T20:32:52+00:00,CHI,4395626,Tre Jones,G,30,26,2000-01-08,Active,8000000,2,2027,Standard
2026-09-08T20:32:52+00:00,CLE,5106261,Ernest Udeh Jr.,C,,22,2004-01-08,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,4432158,Evan Mobley,C,4,25,2001-06-18,Active,50105628,4,2027,Standard
2026-09-08T20:32:52+00:00,CLE,4066328,Jarrett Allen,C,31,28,1998-04-21,Active,28000000,3,2027,Standard
2026-09-08T20:32:52+00:00,CLE,4997530,Khalifa Diop,C,18,24,2002-01-15,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,3934723,Thomas Bryant,C,3,29,1997-07-31,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,2995706,Mario Hezonja,F,33,31,1995-02-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,5106268,Nae'Qwan Tomlin,F,35,25,2000-12-19,Active,2411090,1,2027,Standard
2026-09-08T20:32:52+00:00,CLE,4278046,Olivier Sarr,F,33,27,1999-02-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,5177362,Riley Minix,F,12,25,2000-09-22,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,4431734,Tristan Enaruna,F,21,25,2001-06-26,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,CLE,4701233,Craig Porter Jr.,G,9,26,2000-02-26,Active,2406205,1,2027,Standard
2026-09-08T20:32:52+00:00,CLE,3908809,Donovan Mitchell,G,45,30,1996-09-07,Active,50105628,2,2027,Standard
2026-09-08T20:32:52+00:00,CLE,3992,James Harden,G,1,37,1989-08-26,Active,42317308,1,2027,Standard
2026-09-08T20:32:52+00:00,CLE,4683747,Jaylon Tyson,G,20,23,2002-12-02,Active,3658560,2,2027,Standard
2026-09-08T20:32:52+00:00,CLE,5041951,Meleek Thomas,G,,20,2006-08-06,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,4576087,Peyton Watson,G,,23,2002-09-11,Active,,,,Standard
2026-09-08T20:32:52+00:00,CLE,4066757,Sam Merrill,G,5,30,1996-05-15,Active,9160714,3,2027,Standard
2026-09-08T20:32:52+00:00,CLE,5023693,Tyrese Proctor,G,24,22,2004-04-01,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4683688,Dereck Lively II,C,2,22,2004-02-12,Active,7239130,1,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4701208,Moussa Cisse,C,30,23,2002-09-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,3138160,Caleb Martin,F,16,30,1995-09-28,Active,10001494,2,2027,Standard
2026-09-08T20:32:52+00:00,DAL,5041939,Cooper Flagg,F,32,19,2006-12-21,Active,14517480,3,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4278049,Daniel Gafford,F,21,27,1998-10-01,Active,17263584,3,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4873153,Morez Johnson Jr.,F,14,20,2006-01-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,4278594,Naji Marshall,F,3,28,1998-01-24,Active,9428571,1,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4278078,P.J. Washington,F,25,28,1998-08-23,Active,19813044,4,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4593125,Santi Aldama,F,,25,2001-01-10,Active,17007043,2,2027,Standard
2026-09-08T20:32:52+00:00,DAL,5279129,Sergio de Larrea,F,55,20,2005-12-04,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,5148538,Tarik Biberovic,F,,25,2001-01-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,5106040,Tobi Lawal,F,,23,2003-05-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,5211175,Zaccharie Risacher,F,10,21,2005-04-08,Active,13826040,2,2027,Standard
2026-09-08T20:32:52+00:00,DAL,5105806,Jett Howard,G,,22,2003-09-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,DAL,4898238,John Poulakidas,G,1,23,2003-04-04,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,DAL,6442,Kyrie Irving,G,11,34,1992-03-23,Active,39416562,2,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4432107,Marcus Sasser,G,25,25,2000-09-21,Active,5198983,1,2027,Standard
2026-09-08T20:32:52+00:00,DAL,4432582,Max Christie,G,00,23,2003-02-10,Active,8285714,2,2027,Standard
2026-09-08T20:32:52+00:00,DAL,5358755,Vsevolod Ishchenko,G,,21,2005-02-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,3112335,Nikola Jokic,C,15,31,1995-02-19,Active,59033114,2,2027,Standard
2026-09-08T20:32:52+00:00,DEN,3064290,Aaron Gordon,F,32,30,1995-09-16,Active,33658037,3,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4065813,Alpha Diallo,F,,29,1997-06-29,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,4565698,Bryce Hopkins,F,,24,2002-09-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,3138196,Cameron Johnson,F,23,30,1996-03-03,Active,23062500,1,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4433607,DaRon Holmes II,F,14,24,2002-08-15,Active,3372120,2,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4593041,David Roddy,F,45,25,2001-03-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,4277848,Marvin Bagley III,F,35,27,1999-03-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,4592427,Spencer Jones,F,21,25,2001-06-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,4698719,Trevon Brazile,F,,23,2003-01-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,4431690,Zeke Nnaji,F,22,25,2001-01-09,Active,7466667,2,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4431767,Christian Braun,G,0,25,2001-04-17,Active,21551774,4,2027,Standard
2026-09-08T20:32:52+00:00,DEN,3978,DeMar DeRozan,G,,37,1989-08-07,Active,25740000,1,2027,Standard
2026-09-08T20:32:52+00:00,DEN,3936299,Jamal Murray,G,27,29,1997-02-23,Active,50105628,3,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4432181,Julian Strawther,G,3,24,2002-04-18,Active,4826931,1,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4683834,KJ Simpson,G,25,24,2002-08-08,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,DEN,4277890,Lonnie Walker IV,G,,27,1998-12-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,DEN,3135046,Tyus Jones,G,5,30,1996-05-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,5107818,Isaac Jones,C,3,26,2000-07-11,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,DET,4433621,Jalen Duren,C,0,22,2003-11-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,5037878,Ugonna Onyenso,C,,21,2004-09-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,3157465,Duncan Robinson,F,55,32,1994-04-22,Active,15992957,2,2027,Standard
2026-09-08T20:32:52+00:00,DET,3908845,John Collins,F,,28,1997-09-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,4278562,Paul Reed,F,7,27,1999-06-14,Active,5000000,1,,Standard
2026-09-08T20:32:52+00:00,DET,4683771,Ronald Holland II,F,5,21,2005-07-07,Active,9069600,2,2027,Standard
2026-09-08T20:32:52+00:00,DET,2990962,Taurean Prince,F,12,32,1994-03-22,Active,3815861,1,,Standard
2026-09-08T20:32:52+00:00,DET,4397882,Tolu Smith,F,35,26,2000-07-26,Active,2411090,1,,Standard
2026-09-08T20:32:52+00:00,DET,4592187,Wendell Moore Jr.,F,14,24,2001-09-18,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,4684742,Ausar Thompson,G,9,23,2003-01-30,Active,11117925,1,2027,Standard
2026-09-08T20:32:52+00:00,DET,4432166,Cade Cunningham,G,2,24,2001-09-25,Active,50105628,4,2027,Standard
2026-09-08T20:32:52+00:00,DET,4700852,Chaz Lanier,G,20,24,2001-12-19,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,DET,5107199,Daniss Jenkins,G,24,25,2001-08-17,Active,4000000,1,2027,Standard
2026-09-08T20:32:52+00:00,DET,5258459,Ebuka Okorie,G,,19,2007-04-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,4397449,Elijah Harkless,G,,26,2000-02-03,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,2999547,Gary Harris,G,,31,1994-09-14,Active,3815861,1,2027,Standard
2026-09-08T20:32:52+00:00,DET,4395702,Isaiah Joe,G,,27,1999-07-02,Active,11323006,2,2027,Standard
2026-09-08T20:32:52+00:00,DET,2596112,Javonte Green,G,31,33,1993-07-23,Active,,,,Standard
2026-09-08T20:32:52+00:00,DET,4066372,Kevin Huerter,G,27,28,1998-08-27,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,3213,Al Horford,C,20,40,1986-06-03,Active,5969250,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,4397886,Charles Bassey,C,28,25,2000-10-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,3102531,Kristaps Porzingis,C,7,31,1995-08-02,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,6589,Draymond Green,F,23,36,1990-03-04,Active,27678571,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,2990969,Georges Niang,F,31,33,1993-06-17,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,4997536,Gui Santos,F,15,24,2002-06-22,Active,4629630,3,2027,Standard
2026-09-08T20:32:52+00:00,GSW,6430,Jimmy Butler III,F,10,36,1989-09-14,Active,56832773,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,4897449,Malevy Leons,F,33,26,1999-09-23,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,5175737,Yaxel Lendeborg,F,,23,2002-09-30,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,4709138,Brandin Podziemski,G,2,23,2003-02-25,Active,5679458,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,52131,Brandon Williams,G,,,,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,4066436,De'Anthony Melton,G,8,28,1998-05-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,3134903,Gary Payton II,G,0,33,1992-12-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,4433149,LJ Cryer,G,18,24,2001-10-09,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,5108969,Lajae Jones,G,,22,2004-05-21,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,4432171,Moses Moody,G,4,24,2002-05-31,Active,12500000,2,2027,Standard
2026-09-08T20:32:52+00:00,GSW,4397821,Nate Williams,G,19,27,1999-02-12,Active,,,,Standard
2026-09-08T20:32:52+00:00,GSW,3975,Stephen Curry,G,30,38,1988-03-14,Active,62587158,1,2027,Standard
2026-09-08T20:32:52+00:00,GSW,4897262,Will Richard,G,3,23,2002-12-24,Active,2150917,3,,Standard
2026-09-08T20:32:52+00:00,HOU,4871144,Alperen Sengun,C,28,24,2002-07-25,Active,35642202,4,2027,Standard
2026-09-08T20:32:52+00:00,HOU,3102529,Clint Capela,C,30,32,1994-05-18,Active,7035000,2,2027,Standard
2026-09-08T20:32:52+00:00,HOU,4684443,Rafael Castro,C,,23,2003-03-30,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,2991235,Steven Adams,C,12,33,1993-07-20,Active,13000000,2,2027,Standard
2026-09-08T20:32:52+00:00,HOU,4592857,Isaiah Crawford,F,27,24,2001-11-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,4432639,Jabari Smith Jr.,F,10,23,2003-05-13,Active,23643411,5,2027,Standard
2026-09-08T20:32:52+00:00,HOU,3136777,Jae'Sean Tate,F,8,30,1995-10-28,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,3202,Kevin Durant,F,7,37,1988-09-29,Active,43902439,2,2027,Standard
2026-09-08T20:32:52+00:00,HOU,4433192,Tari Eason,F,17,25,2001-05-10,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,4684740,Amen Thompson,G,1,23,2003-01-30,Active,12258609,1,2027,Standard
2026-09-08T20:32:52+00:00,HOU,3037789,Bogdan Bogdanovic,G,,34,1992-08-18,Active,16020000,1,2027,Standard
2026-09-08T20:32:52+00:00,HOU,5105837,Bruce Thornton,G,,22,2003-09-14,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,2991230,Fred VanVleet,G,5,32,1994-02-25,Active,25000000,1,2027,Standard
2026-09-08T20:32:52+00:00,HOU,2990992,Marcus Smart,G,,32,1994-03-06,Active,5390700,1,2027,Standard
2026-09-08T20:32:52+00:00,HOU,4683860,Quadir Copeland,G,,23,2003-09-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,HOU,4711272,Reed Sheppard,G,15,22,2004-06-24,Active,11108880,2,2027,Standard
2026-09-08T20:32:52+00:00,HOU,4709131,Sean Pedulla,G,,23,2002-10-10,Active,0,1,2027,Standard
2026-09-08T20:32:52+00:00,IND,4017837,Ivica Zubac,C,40,29,1997-03-18,Active,20342140,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,4065731,Jay Huff,C,32,29,1997-08-25,Active,2667944,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,4398207,Jalen Slawson,F,18,26,1999-10-22,Active,,,,Standard
2026-09-08T20:32:52+00:00,IND,5106060,Jarace Walker,F,5,23,2003-09-04,Active,8478541,1,2027,Standard
2026-09-08T20:32:52+00:00,IND,2580365,Larry Nance Jr.,F,,33,1993-01-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,IND,4278355,Obi Toppin,F,1,28,1998-03-04,Active,15000000,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,3149673,Pascal Siakam,F,43,32,1994-04-02,Active,48924624,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,4396909,Aaron Nesmith,G,23,26,1999-10-16,Active,11000000,3,2027,Standard
2026-09-08T20:32:52+00:00,IND,4395712,Andrew Nembhard,G,2,26,2000-01-16,Active,19550160,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,4433076,Ben Sheppard,G,26,25,2001-07-16,Active,5031668,1,2027,Standard
2026-09-08T20:32:52+00:00,IND,5105854,Braden Smith,G,,23,2003-07-25,Active,,,,Standard
2026-09-08T20:32:52+00:00,IND,5157066,Johnny Furphy,G,12,21,2004-12-07,Active,2296271,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,3133603,Kelly Oubre Jr.,G,,30,1995-12-09,Active,,,,Standard
2026-09-08T20:32:52+00:00,IND,4431752,Kobe Brown,G,24,26,2000-01-01,Active,,,,Standard
2026-09-08T20:32:52+00:00,IND,4592829,Quenton Jackson,G,29,27,1998-09-15,Active,2584539,2,2027,Standard
2026-09-08T20:32:52+00:00,IND,2530530,T.J. McConnell,G,9,34,1992-03-25,Active,11000000,3,2027,Standard
2026-09-08T20:32:52+00:00,IND,4396993,Tyrese Haliburton,G,0,26,2000-02-29,Active,48924624,3,2027,Standard
2026-09-08T20:32:52+00:00,LAC,3448,Brook Lopez,C,11,38,1988-04-01,Active,8750000,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4897696,Jamarion Sharp,C,,25,2001-08-26,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,5108024,Yanic Konan Niederhauser,C,14,23,2003-03-14,Active,2880960,3,2027,Standard
2026-09-08T20:32:52+00:00,LAC,5075626,Baba Miller,F,,22,2004-02-07,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,3936099,Derrick Jones Jr.,F,5,29,1997-02-15,Active,10476190,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4432170,Isaiah Jackson,F,23,24,2002-01-10,Active,7000000,2,2027,Standard
2026-09-08T20:32:52+00:00,LAC,4433569,Johni Broome,F,,24,2002-07-19,Active,2150917,3,2027,Standard
2026-09-08T20:32:52+00:00,LAC,6450,Kawhi Leonard,F,2,35,1991-06-29,Active,50300000,1,2027,Standard
2026-09-08T20:32:52+00:00,LAC,5363895,Narcisse Ngoy,F,,22,2004-07-13,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,5105832,Nick Martinelli,F,,22,2004-04-20,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,4066648,Rui Hachimura,F,28,28,1998-02-08,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,4683634,Bennedict Mathurin,G,9,24,2002-06-19,Active,,,,Standard
2026-09-08T20:32:52+00:00,LAC,6580,Bradley Beal,G,0,33,1993-06-28,Active,5621700,1,2027,Standard
